,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
81,81,Rated,57,mate,white,15+5,oldpaths,1536,urmil007,1667,D02,Queen's Pawn Game: London System,131,2017-08-23,03:46:40,oldpaths
83,83,Rated,58,mate,black,15+5,allahdeweswin,1251,oldpaths,1545,A00,Crab Opening,294,2017-08-23,01:00:00,oldpaths
89,89,Rated,34,mate,black,20+10,hoanghieudro2,1409,oldpaths,1548,C00,French Defense: Knight Variation,139,2017-08-22,02:46:40,oldpaths
94,94,Rated,62,mate,black,20+10,amary33,1134,oldpaths,1535,A47,Queen's Indian Defense,401,2017-08-22,00:00:00,oldpaths
95,95,Rated,85,mate,white,20+10,oldpaths,1513,remisero,1784,A40,Horwitz Defense,271,2017-08-22,00:00:00,oldpaths
102,102,Rated,135,mate,white,10+0,majid_alsalhi,1951,avelez8,1729,C02,French Defense: Advance Variation |  Main Line,222,2017-08-24,02:00:00,majid_alsalhi
105,105,Rated,70,mate,black,10+0,hopefullman15,1597,avelez8,1728,C00,French Defense: Knight Variation,131,2017-08-24,02:00:00,avelez8
113,113,Rated,111,mate,white,15+0,hafedfree,1729,cdvh,1795,D31,Queen's Gambit Declined: Queen's Knight Variation,66,2017-08-25,16:53:20,hafedfree
114,114,Rated,54,mate,black,10+0,decem,1795,cdvh,1784,C64,Ruy Lopez: Classical Variation,11,2017-08-24,15:53:20,cdvh
118,118,Rated,40,mate,black,10+0,omid163,1756,cdvh,1756,C24,Bishop's Opening: Ponziani Gambit,0,2017-08-24,15:53:20,cdvh
121,121,Rated,59,mate,white,10+0,cdvh,1706,dashy1,925,D02,Queen's Pawn Game: London System,781,2017-08-23,14:53:20,cdvh
123,123,Rated,23,mate,white,15+15,sassou,1215,memoryberat,921,C50,Italian Game,294,2017-08-30,08:00:00,sassou
124,124,Rated,118,mate,black,15+15,fatmat,1350,sassou,1201,B03,Alekhine Defense #2,149,2017-08-28,22:40:00,sassou
125,125,Rated,66,mate,black,15+15,sassou,1210,alpheus23,1280,B29,Sicilian Defense: Nimzowitsch Variation,70,2017-08-28,22:40:00,alpheus23
127,127,Rated,36,mate,black,15+15,sassou,1220,kapi77,1341,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,121,2017-08-27,13:20:00,kapi77
128,128,Rated,26,mate,black,15+15,sassou,1234,cohiba_313,1359,C55,Italian Game: Anti-Fried Liver Defense,125,2017-08-27,13:20:00,cohiba_313
136,136,Rated,47,mate,white,15+15,sassou,1263,marktop1,1336,B57,Sicilian Defense: Modern Variations |  Main Line,73,2017-08-19,16:26:40,sassou
137,137,Rated,85,mate,white,15+15,rougethunder,1316,sassou,1273,A20,English Opening: King's English Variation,43,2017-08-19,16:26:40,rougethunder
138,138,Rated,39,mate,white,15+15,sassou,1248,shobik24,1253,B00,Goldsmith Defense,5,2017-08-19,10:53:20,sassou
139,139,Rated,58,mate,black,15+15,maninayebi,1335,sassou,1233,E20,Nimzo-Indian Defense,102,2017-08-19,08:06:40,sassou
140,140,Rated,95,mate,white,15+15,sassou,1223,agilm,1189,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,34,2017-08-19,08:06:40,sassou
142,142,Rated,97,mate,white,15+15,failedocean,1227,sassou,1216,D06,Queen's Gambit Refused: Marshall Defense,11,2017-08-18,21:00:00,failedocean
145,145,Rated,43,mate,white,10+0,minimouf,1550,sassou,1225,E11,Bogo-Indian Defense: Exchange Variation,325,2017-08-18,21:00:00,minimouf
147,147,Rated,72,mate,black,15+15,gonzalogp98,1212,sassou,1221,B02,Alekhine Defense: Saemisch Attack,9,2017-08-18,12:40:00,sassou
148,148,Rated,156,mate,black,15+15,sassou,1226,vladimir_shindin,1478,C40,King's Knight Opening,252,2017-08-18,12:40:00,vladimir_shindin
150,150,Unrated,77,mate,white,10+2,gotochess,1191,sassou,1228,C11,French Defense: Classical Variation |  Steinitz Variation,37,2017-08-18,12:40:00,gotochess
153,153,Rated,85,mate,white,15+15,sassou,1212,shazzam9999,1212,B06,Modern Defense,0,2017-08-18,09:53:20,sassou
161,161,Rated,41,mate,white,10+0,juncinmestrella,1910,isachess,1862,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,48,2017-08-25,00:13:20,juncinmestrella
179,179,Rated,77,mate,white,7+8,edil1800,1849,isachess,1874,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,25,2017-08-07,01:40:00,edil1800
180,180,Rated,158,mate,black,6+6,humb,1835,isachess,1865,E10,Blumenfeld Countergambit #2,30,2017-08-06,00:40:00,isachess
182,182,Rated,117,mate,white,15+0,isachess,1856,abikhoshnavaz,1829,C78,Ruy Lopez: Morphy Defense #2,27,2017-08-01,17:53:20,isachess
190,190,Rated,178,mate,black,16+0,sergeylobanov,1843,isachess,1836,B22,Sicilian Defense: Alapin Variation,7,2017-07-26,17:26:40,isachess
192,192,Unrated,124,mate,black,8+0,taranga,1283,whfo,1267,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,16,2017-08-31,17:20:00,whfo
195,195,Rated,39,mate,white,10+0,piroz_xucestih,1304,taranga,1292,A00,Van't Kruijs Opening,12,2017-08-30,08:00:00,piroz_xucestih
196,196,Rated,10,mate,black,10+0,taranga,1305,piroz_xucestih,1293,C00,French Defense: Normal Variation,12,2017-08-30,08:00:00,piroz_xucestih
197,197,Rated,51,mate,white,10+0,lelik3310,1308,taranga,1317,C22,Center Game: Berger Variation,9,2017-08-30,08:00:00,lelik3310
199,199,Unrated,106,mate,black,30+0,marmoraka5,968,taranga,1305,C50,Four Knights Game: Italian Variation,337,2017-08-27,02:13:20,taranga
200,200,Unrated,38,mate,black,15+15,taranga,1293,vikrant_dalvi,1466,C41,Philidor Defense #3,173,2017-08-26,17:53:20,vikrant_dalvi
201,201,Rated,59,mate,white,7+2,xapoh,1500,taranga,1299,C68,Ruy Lopez: Exchange Variation,201,2017-08-26,15:06:40,xapoh
202,202,Rated,111,mate,white,7+2,taranga,1288,jamila1234,1232,B12,Caro-Kann Defense,56,2017-08-26,12:20:00,taranga
205,205,Unrated,15,mate,white,7+2,striker123,1806,taranga,1289,C45,Scotch Game,517,2017-08-26,09:33:20,striker123
212,212,Rated,73,mate,white,15+1,moon50,1409,taranga,1297,C70,Ruy Lopez: Morphy Defense |  Caro Variation,112,2017-08-25,14:06:40,moon50
213,213,Rated,159,mate,white,15+1,taranga,1280,moon50,1485,C55,Italian Game: Anti-Fried Liver Defense,205,2017-08-25,14:06:40,taranga
215,215,Unrated,28,mate,black,15+0,italiantranslator,1211,taranga,1280,A00,Crab Opening,69,2017-08-24,18:40:00,taranga
216,216,Rated,112,mate,black,10+0,taranga,1281,naoufel,1765,C41,Philidor Defense #4,484,2017-08-24,13:06:40,naoufel
218,218,Rated,40,mate,black,15+1,moon50,1560,taranga,1270,D07,Queen's Gambit Refused: Chigorin Defense #2,290,2017-08-23,17:40:00,taranga
219,219,Rated,44,mate,black,15+1,taranga,1274,moon50,1534,B27,Sicilian Defense: Jalalabad Variation,260,2017-08-23,17:40:00,moon50
221,221,Rated,60,mate,black,10+0,trotil45,1614,taranga,1238,D02,Queen's Pawn Game: London System,376,2017-08-22,13:53:20,taranga
222,222,Rated,37,mate,white,10+0,taranga,1221,hsanderr,1417,C02,French Defense: Advance Variation |  Milner-Barry Gambit,196,2017-08-22,13:53:20,taranga
224,224,Rated,113,mate,white,10+0,hallowdance,1232,taranga,1234,C68,Ruy Lopez: Exchange Variation,2,2017-08-21,10:06:40,hallowdance
225,225,Rated,55,mate,white,20+5,taranga,1240,kingofchess2017,1219,C42,Russian Game: Damiano Variation |  Kholmov Gambit,21,2017-08-19,02:33:20,taranga
226,226,Rated,135,mate,white,10+0,harrygz,1590,dbschultz,1600,A22,English Opening: Carls-Bremen System,10,2017-08-17,03:20:00,harrygz
234,234,Rated,49,mate,white,10+2,thegrim123321,1378,baconneggs,1361,C41,Philidor Defense,17,2017-08-20,20:13:20,thegrim123321
235,235,Rated,48,mate,black,10+2,deragon63,1261,thegrim123321,1371,B07,King's Pawn Game: Maroczy Defense,110,2017-08-20,20:13:20,thegrim123321
237,237,Rated,87,mate,white,10+0,thegrim123321,1369,danilo1961,1368,C42,Russian Game: Damiano Variation,1,2017-08-20,17:26:40,thegrim123321
242,242,Rated,81,mate,white,15+30,thegrim123321,1387,ranie123,1447,C60,Ruy Lopez,60,2017-08-18,01:33:20,thegrim123321
244,244,Rated,103,mate,white,15+2,thegrim123321,1377,tecnoch,1351,C41,Philidor Defense #2,26,2017-08-17,22:46:40,thegrim123321
248,248,Rated,46,mate,black,8+0,annael88,1395,thegrim123321,1378,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,17,2017-08-16,02:20:00,thegrim123321
252,252,Unrated,87,mate,white,20+0,lanas2007,1714,thegrim123321,1360,C64,Ruy Lopez: Classical Variation,354,2017-08-14,19:46:40,lanas2007
253,253,Rated,31,mate,white,45+30,thegrim123321,1354,onafets26,1217,C50,Italian Game,137,2017-08-14,17:00:00,thegrim123321
258,258,Unrated,36,mate,black,10+0,krishubhi,1555,eideral,1580,B40,Sicilian Defense: Marshall Counterattack,25,2017-08-17,22:46:40,eideral
262,262,Unrated,95,mate,white,5+8,eideral,1557,maumau62,1607,E20,Nimzo-Indian Defense #2,50,2017-08-16,21:46:40,eideral
263,263,Unrated,70,mate,black,5+8,maumau62,1607,eideral,1557,A02,Bird Opening,50,2017-08-16,19:00:00,eideral
266,266,Rated,114,mate,black,10+2,abel4865,1713,eideral,1558,A00,Hungarian Opening: Indian Defense,155,2017-03-23,17:26:40,eideral
270,270,Rated,29,mate,white,7+3,eideral,1513,atorius,1456,B54,Sicilian Defense,57,2016-08-13,14:53:20,eideral
272,272,Rated,97,mate,white,10+0,tabellaria,1638,grubear,1614,C55,Italian Game: Anti-Fried Liver Defense,24,2017-08-29,12:33:20,tabellaria
275,275,Rated,48,mate,black,8+0,playforpleasure,1776,tabellaria,1587,D00,Queen's Pawn Game,189,2017-08-29,01:26:40,tabellaria
276,276,Rated,77,mate,white,15+0,tabellaria,1568,mattieuw2,1593,C10,French Defense: Marshall Variation,25,2017-08-28,00:26:40,tabellaria
280,280,Rated,87,mate,white,10+0,tabellaria,1515,blackphish,1379,B01,Scandinavian Defense: Mieses-Kotroc Variation,136,2017-08-27,21:40:00,tabellaria
284,284,Rated,21,mate,white,10+0,tabellaria,1470,little---a,1475,C40,King's Pawn Game: Damiano Defense,5,2017-08-27,21:40:00,tabellaria
285,285,Rated,14,mate,black,10+0,pasch0s,1490,tabellaria,1440,C50,Italian Game: Schilling-Kostic Gambit,50,2017-08-27,21:40:00,tabellaria
293,293,Rated,40,mate,black,15+15,googol100,1486,nadanadora,1552,C44,King's Pawn Game: Dresden Opening,66,2017-08-12,01:06:40,nadanadora
294,294,Rated,29,mate,white,15+15,nadanadora,1453,googol100,1496,B06,Modern Defense,43,2017-08-12,01:06:40,nadanadora
296,296,Rated,59,mate,white,10+0,corvusossifragus,1532,nadanadora,1500,C00,French Defense: Steinitz Attack,32,2017-08-12,01:06:40,corvusossifragus
305,305,Unrated,116,mate,black,10+0,pipppone,1630,doom12384,1605,C42,Petrov's Defense #5,25,2017-08-23,03:46:40,doom12384
306,306,Unrated,78,mate,black,15+0,dimalesh,1475,doom12384,1605,A00,Hungarian Opening,130,2017-08-22,22:13:20,doom12384
307,307,Unrated,77,mate,white,15+0,doom12384,1605,dimalesh,1475,A02,Bird Opening,130,2017-08-22,22:13:20,doom12384
308,308,Unrated,70,mate,black,15+0,dimalesh,1475,doom12384,1605,C20,King's Pawn Opening: 2.b3,130,2017-08-22,22:13:20,doom12384
321,321,Rated,50,mate,black,10+0,tfeng,1621,ilkayus,1496,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,125,2017-08-31,14:33:20,ilkayus
323,323,Rated,106,mate,black,10+0,thesmallbang,1623,tfeng,1623,C60,Ruy Lopez: Cozio Defense,0,2017-08-31,14:33:20,tfeng
328,328,Rated,34,mate,black,10+0,vineetg101,1636,tfeng,1619,C53,Italian Game: Classical Variation |  Closed Variation,17,2017-08-29,23:40:00,tfeng
329,329,Rated,40,mate,black,10+0,tfeng,1613,kei0075,1617,C57,Italian Game: Two Knights Defense |  Traxler Counterattack,4,2017-08-29,23:40:00,kei0075
335,335,Rated,92,mate,black,10+0,locomotora,1414,tfeng,1624,C60,Ruy Lopez: Cozio Defense,210,2017-08-29,18:06:40,tfeng
336,336,Rated,47,mate,white,10+0,tfeng,1619,locomotora,1419,C57,Italian Game: Two Knights Defense |  Knight Attack,200,2017-08-29,15:20:00,tfeng
340,340,Rated,49,mate,white,10+0,fox22634,1705,tfeng,1636,C45,Scotch Game: Classical Variation,69,2017-08-29,15:20:00,fox22634
346,346,Rated,40,mate,black,10+0,ironboy,1611,tfeng,1591,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,20,2017-08-28,17:06:40,tfeng
347,347,Rated,123,mate,white,10+0,tfeng,1579,ironboy,1623,C54,Italian Game: Giuoco Piano |  Aitken Variation,44,2017-08-28,17:06:40,tfeng
348,348,Rated,129,mate,white,10+0,hetismogelijk,1995,tfeng,1581,A05,King's Indian Attack: Symmetrical Defense,414,2017-08-28,17:06:40,hetismogelijk
349,349,Rated,120,mate,black,10+0,bomardan,1589,tfeng,1569,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,20,2017-08-28,17:06:40,tfeng
351,351,Rated,97,mate,white,10+0,tfeng,1559,eyany,1557,C00,French Defense: Knight Variation,2,2017-08-27,16:06:40,tfeng
357,357,Rated,33,mate,white,10+0,tfeng,1534,gardoim,1678,C41,Philidor Defense,144,2017-08-18,18:13:20,tfeng
368,368,Rated,118,mate,black,10+0,rustam9,971,bohne,1149,B00,King's Pawn Game: Nimzowitsch Defense,178,2017-08-12,09:26:40,bohne
369,369,Rated,11,mate,white,15+15,cris865,1238,rustam9,985,A00,Van't Kruijs Opening,253,2017-08-11,00:06:40,cris865
371,371,Rated,95,mate,white,10+0,bilabrin,1107,rustam9,961,B00,Nimzowitsch Defense: Mikenas Variation,146,2017-08-10,18:33:20,bilabrin
373,373,Rated,101,mate,white,10+2,raza00,1203,rustam9,970,C21,Center Game #2,233,2017-08-10,01:53:20,raza00
377,377,Rated,42,mate,black,10+0,rustam9,1047,brainsurgery,1151,D02,Queen's Pawn Game: Chigorin Variation,104,2017-08-09,09:13:20,brainsurgery
381,381,Rated,60,mate,black,10+0,rustam9,1069,ck666,1071,D02,Queen's Pawn Game: Symmetrical Variation,2,2017-08-07,21:06:40,ck666
389,389,Rated,19,mate,white,10+0,lodowy,1590,spikyturtle,1373,B00,Owen Defense,217,2017-08-26,15:06:40,lodowy
390,390,Rated,50,mate,black,10+0,spikyturtle,1377,vitruvio,1667,A00,Hungarian Opening,290,2017-08-26,15:06:40,vitruvio
392,392,Rated,15,mate,white,5+8,rfabian,1476,spikyturtle,1367,B00,Owen Defense,109,2017-08-22,00:00:00,rfabian
394,394,Rated,65,mate,white,5+8,rfabian,1460,spikyturtle,1386,B00,Owen Defense,74,2017-08-22,00:00:00,rfabian
397,397,Unrated,130,mate,black,8+0,senormontypants,1500,jutton1,1395,C00,French Defense #2,105,2017-08-30,19:06:40,jutton1
398,398,Rated,125,mate,white,8+0,pllm,1382,jutton1,1414,C01,French Defense: Exchange Variation,32,2017-08-27,18:53:20,pllm
405,405,Unrated,76,mate,black,25+0,deekay17,959,jutton1,1357,A00,Creepy Crawly Formation: Classical Defense,398,2017-08-21,15:40:00,jutton1
407,407,Rated,67,mate,white,15+3,cagliostro97,1541,gennai,1586,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,45,2017-08-20,20:13:20,cagliostro97
409,409,Rated,39,mate,white,25+15,putin55,1569,cagliostro97,1569,A01,Nimzo-Larsen Attack: Classical Variation,0,2017-08-20,17:26:40,putin55
412,412,Rated,37,mate,white,20+0,andrea78,1612,energique,1450,B13,Caro-Kann Defense: Exchange Variation,162,2017-08-16,16:13:20,andrea78
417,417,Rated,79,mate,white,10+0,energique,1450,transporter7506,1486,C33,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense,36,2017-08-11,19:33:20,energique
426,426,Rated,41,mate,white,5+8,hilarious2022,1353,kyanh,1595,B10,Caro-Kann Defense: Accelerated Panov Attack,242,2017-08-29,09:46:40,hilarious2022
434,434,Rated,62,mate,black,10+7,sadecebeyaz,1590,kyanh,1515,B01,Scandinavian Defense: Modern Variation #2,75,2017-08-09,09:13:20,kyanh
436,436,Rated,52,mate,black,10+0,manikandan_25,1675,kyanh,1505,B01,Scandinavian Defense: Panov Transfer,170,2017-08-04,04:13:20,kyanh
437,437,Rated,26,mate,black,10+0,nandito_messi,1547,kyanh,1491,B01,Scandinavian Defense: Panov Transfer,56,2017-08-04,04:13:20,kyanh
443,443,Rated,31,mate,white,10+0,mat-chess,1919,kyanh,1488,A11,English Opening: Caro-Kann Defensive System,431,2017-08-04,01:26:40,mat-chess
449,449,Rated,36,mate,black,10+0,kyanh,1500,checkerssux,1501,A45,Indian Game,1,2017-08-02,10:33:20,checkerssux
450,450,Rated,62,mate,black,10+0,jgan91,1509,kyanh,1487,B05,Alekhine Defense: Modern Variation |  Main Line,22,2017-08-02,10:33:20,kyanh
457,457,Rated,122,mate,black,5+5,george_35,1354,fischerdipper,1631,C00,French Defense: Schlechter Variation,277,2017-08-25,14:06:40,fischerdipper
458,458,Rated,71,mate,white,5+5,fischerdipper,1626,george_35,1384,B53,Sicilian Defense: Chekhover Variation,242,2017-08-25,14:06:40,fischerdipper
466,466,Rated,74,mate,black,5+5,adhen,1769,fischerdipper,1659,A10,English Opening: Great Snake Variation,110,2017-08-17,17:13:20,fischerdipper
467,467,Rated,54,mate,black,5+5,fischerdipper,1668,adhen,1761,A40,Horwitz Defense,93,2017-08-17,17:13:20,adhen
471,471,Rated,121,mate,white,5+5,fischerdipper,1693,ffuentes90,1666,B53,Sicilian Defense: Chekhover Variation,27,2017-08-17,17:13:20,fischerdipper
474,474,Rated,15,mate,white,10+3,fischerdipper,1678,coco31,1148,C21,Danish Gambit Accepted |  Classical Defense,530,2017-08-16,16:13:20,fischerdipper
478,478,Rated,51,mate,white,10+3,fischerdipper,1684,coco31,1107,C01,French Defense: Mediterranean Defense,577,2017-08-16,16:13:20,fischerdipper
481,481,Rated,58,mate,black,5+5,spinola01,1709,fischerdipper,1681,A40,Horwitz Defense,28,2017-08-15,18:00:00,fischerdipper
488,488,Rated,34,mate,black,5+5,elio12,1572,fischerdipper,1688,C01,French Defense: Exchange Variation,116,2017-08-15,15:13:20,fischerdipper
489,489,Rated,60,mate,black,5+5,waldi65,1392,fischerdipper,1684,C07,French Defense: Tarrasch Variation |  Open System,292,2017-08-15,15:13:20,fischerdipper
492,492,Rated,78,mate,black,5+5,fischerdipper,1733,dinnei,1672,A30,English Opening: Symmetrical Variation,61,2017-08-14,17:00:00,dinnei
493,493,Rated,35,mate,white,5+5,fischerdipper,1721,koljan,1736,E61,King's Indian Defense,15,2017-08-14,17:00:00,fischerdipper
495,495,Rated,120,mate,black,5+5,fischerdipper,1746,koljan,1712,A11,English Opening: Caro-Kann Defensive System,34,2017-08-14,17:00:00,koljan
496,496,Rated,41,mate,white,5+5,fischerdipper,1741,funracer_at,1496,A13,English Opening: Agincourt Defense,245,2017-08-14,17:00:00,fischerdipper
503,503,Rated,41,mate,white,15+15,yorashi,1300,tensors,1333,B52,Sicilian Defense: Canal Attack |  Main Line,33,2017-08-10,21:20:00,yorashi
506,506,Rated,41,mate,white,15+2,tensors,1290,egroka,1367,D20,Queen's Gambit Accepted: Old Variation,77,2017-08-09,17:33:20,tensors
514,514,Rated,40,mate,black,15+2,tensors,1345,fran_1991,1187,D20,Queen's Gambit Accepted: Old Variation,158,2017-08-05,19:06:40,fran_1991
518,518,Rated,39,mate,white,15+2,tensors,1322,firstthebest,1072,D20,Queen's Gambit Accepted: Old Variation,250,2017-08-01,06:46:40,tensors
523,523,Rated,31,mate,white,15+15,anotherchessplayer1,1223,aig7,1282,B01,Scandinavian Defense: Mieses-Kotroc Variation,59,2017-07-27,01:46:40,anotherchessplayer1
537,537,Rated,74,mate,black,10+0,minigunexplosive,1250,hill_j,1156,A00,Hungarian Opening,94,2017-08-23,23:13:20,hill_j
540,540,Rated,40,mate,black,15+15,tomplfr,1089,hill_j,1165,C50,Giuoco Piano,76,2017-08-23,23:13:20,hill_j
543,543,Rated,51,mate,white,15+15,hill_j,1164,zaraki2103,1293,C70,Ruy Lopez: Morphy Defense |  Graz Variation,129,2017-08-21,01:46:40,hill_j
545,545,Rated,50,mate,black,15+15,leon_free,1030,hill_j,1162,D02,Queen's Pawn Game: Zukertort Variation,132,2017-08-20,20:13:20,hill_j
547,547,Rated,11,mate,white,15+15,calvelame,1353,hill_j,1181,C20,Bishop's Opening: Boi Variation,172,2017-08-18,01:33:20,calvelame
553,553,Rated,27,mate,white,15+15,hill_j,1142,tricky-trojan,1226,C00,French Defense: Normal Variation,84,2017-08-15,01:20:00,hill_j
554,554,Rated,86,mate,black,15+15,killuwatts,1042,hill_j,1133,C20,King's Pawn Game: Leonardis Variation,91,2017-08-11,00:06:40,hill_j
555,555,Rated,61,mate,white,15+15,hill_j,1123,wazik,1084,C40,Elephant Gambit: Paulsen Countergambit,39,2017-08-10,01:53:20,hill_j
556,556,Rated,53,mate,white,15+15,czungun,1247,hill_j,1122,C20,King's Pawn Game: Leonardis Variation,125,2017-08-09,23:06:40,czungun
557,557,Rated,50,mate,black,15+15,trastindi,1070,hill_j,1112,A00,Van't Kruijs Opening,42,2017-08-09,23:06:40,hill_j
560,560,Rated,45,mate,white,15+15,wolfevelyn,914,hill_j,1133,C46,Three Knights Opening,219,2017-08-08,02:40:00,wolfevelyn
561,561,Rated,93,mate,white,15+15,hill_j,1125,fercab777,996,C42,Russian Game: Three Knights Game,129,2017-08-07,23:53:20,hill_j
564,564,Rated,58,mate,black,15+15,six_moves_ahead,981,hill_j,1127,C70,Ruy Lopez,146,2017-08-04,01:26:40,hill_j
565,565,Rated,65,mate,white,15+15,hill_j,1111,mogadorlionne,1219,C48,Four Knights Game: Spanish Variation,108,2017-08-04,01:26:40,hill_j
566,566,Rated,56,mate,black,15+15,hill_j,1126,safran25,1054,C41,Philidor Defense,72,2017-08-04,01:26:40,safran25
575,575,Rated,115,mate,white,10+0,gg_easytobeatme_yt,2100,roman12342005,1960,A45,Indian Game,140,2017-08-31,20:06:40,gg_easytobeatme_yt
582,582,Rated,161,mate,white,10+0,roman12342005,1960,selami011235,1868,A01,Nimzo-Larsen Attack: English Variation,92,2017-08-31,17:20:00,roman12342005
585,585,Rated,119,mate,white,10+0,roman12342005,1951,dmekro,2049,A01,Nimzo-Larsen Attack: Classical Variation,98,2017-08-31,17:20:00,roman12342005
587,587,Rated,34,mate,black,10+0,alaindubleu,1599,roman12342005,1929,B01,Scandinavian Defense: Icelandic-Palme Gambit,330,2017-08-31,17:20:00,roman12342005
589,589,Rated,122,mate,black,10+0,manavalam2,1699,roman12342005,1914,B01,Scandinavian Defense: Modern Variation,215,2017-08-30,19:06:40,roman12342005
594,594,Rated,133,mate,white,10+0,roman12342005,1954,aldairrodriguez,1578,E90,King's Indian Defense: Normal Variation |  Rare Defenses,376,2017-08-30,16:20:00,roman12342005
596,596,Unrated,62,mate,black,5+5,total_chess,2050,mr_pablo,1627,A06,Reti Opening,423,2017-09-01,15:33:20,mr_pablo
598,598,Unrated,42,mate,black,5+5,total_chess,2050,mr_pablo,1627,A04,Zukertort Opening: Slav Invitation,423,2017-09-01,15:33:20,mr_pablo
604,604,Unrated,73,mate,white,10+5,caernarfon,1901,snaek161616,1164,C70,Ruy Lopez: Morphy Defense |  Caro Variation,737,2017-09-01,15:33:20,caernarfon
605,605,Unrated,35,mate,white,11+5,snaek161616,1164,a_raccoon,1435,B01,Scandinavian Defense: Mieses-Kotroc Variation,271,2017-08-27,18:53:20,snaek161616
613,613,Rated,61,mate,white,10+0,diz_stack,1344,snaek161616,1500,B50,Sicilian Defense,156,2017-08-10,18:33:20,diz_stack
616,616,Unrated,53,mate,white,10+5,regicidal2,1635,snaek161616,1500,D00,Blackmar-Diemer Gambit: Teichmann Variation,135,2017-08-10,15:46:40,regicidal2
617,617,Rated,52,mate,black,10+0,alkeal,1456,dr_perdyllo,1604,D20,Queen's Gambit Accepted,148,2017-07-28,22:13:20,dr_perdyllo
