,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
428,428,Rated,38,OFT,black,10+10,ahmadsan,1560,kyanh,1580,B02,Alekhine Defense: Scandinavian Variation,20,2017-08-29,04:13:20,kyanh
429,429,Rated,70,OFT,black,5+5,petrinja1,1727,kyanh,1574,B01,Scandinavian Defense: Modern Variation #2,153,2017-08-20,14:40:00,kyanh
433,433,Rated,148,OFT,draw,10+0,kyanh,1529,fivetimes,1763,D00,Queen's Pawn Game: Mason Attack,234,2017-08-09,12:00:00,
484,484,Rated,29,OFT,white,5+5,fischerdipper,1699,karabas,1497,A11,English Opening: Caro-Kann Defensive System,202,2017-08-15,15:13:20,fischerdipper
535,535,Rated,79,OFT,white,10+0,virgil777,1439,hill_j,1171,C70,Ruy Lopez: Morphy Defense |  Graz Variation,268,2017-08-27,13:20:00,virgil777
544,544,Rated,73,OFT,white,10+0,agarahman,1353,hill_j,1170,C53,Italian Game: Classical Variation #2,183,2017-08-20,20:13:20,agarahman
559,559,Rated,110,OFT,black,10+0,hill_j,1114,spi2rone,1027,C00,French Defense: Two Knights Variation,87,2017-08-08,02:40:00,spi2rone
606,606,Unrated,71,OFT,white,10+0,a_raccoon,1435,snaek161616,1164,C50,Italian Game: Giuoco Pianissimo,271,2017-08-27,18:53:20,a_raccoon
609,609,Rated,52,OFT,black,10+0,snaek161616,1245,labg141,1228,C60,Ruy Lopez,17,2017-08-11,22:20:00,labg141
610,610,Rated,70,OFT,black,10+0,vinhancock,1287,snaek161616,1099,B20,Sicilian Defense,188,2017-08-11,22:20:00,snaek161616
633,633,Rated,88,OFT,black,5+5,ntam,1302,realmadrid69,875,C20,King's Pawn Game: Leonardis Variation,427,2017-04-28,17:20:00,realmadrid69
682,682,Unrated,21,OFT,white,180+0,knight602,1408,connorslaskowski,1396,D30,Queen's Gambit Declined,12,2017-08-22,22:13:20,knight602
696,696,Rated,54,OFT,black,10+0,dbmcdonald,1263,fatih221b,1264,C41,Philidor Defense: Exchange Variation #2,1,2017-07-22,21:46:40,fatih221b
699,699,Rated,122,OFT,black,15+0,rfqjr,1841,rostfrei,2015,A43,Old Benoni Defense,174,2017-07-18,17:46:40,rostfrei
719,719,Rated,79,OFT,white,10+0,wiggleitjiggleit,1437,simplymaster,1446,B15,Caro-Kann Defense: Alekhine Gambit,9,2017-08-30,16:20:00,wiggleitjiggleit
748,748,Rated,68,OFT,black,5+8,amando_s,1415,slon-al,1788,B21,Sicilian Defense: Smith-Morra Gambit #2,373,2017-08-15,15:13:20,slon-al
753,753,Rated,76,OFT,black,8+0,slon-al,1830,safin_241,1809,B01,Scandinavian Defense: Mieses-Kotroc Variation,21,2017-08-12,17:46:40,safin_241
783,783,Rated,107,OFT,white,10+0,ilkerk,1687,saviter,1717,D30,Queen's Gambit Declined: Traditional Variation,30,2017-08-26,15:06:40,ilkerk
791,791,Rated,118,OFT,black,10+0,andyfi,1433,saviter,1737,D00,Queen's Pawn Game #2,304,2017-08-23,20:26:40,saviter
800,800,Rated,84,OFT,black,10+0,saviter,1707,episode,1699,C00,French Defense: Normal Variation,8,2017-08-21,21:13:20,episode
806,806,Rated,75,OFT,white,10+0,saviter,1709,leps000,1716,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,7,2017-08-19,19:13:20,saviter
807,807,Rated,89,OFT,white,10+0,saviter,1694,wilden,1825,C41,Philidor Defense #3,131,2017-08-19,19:13:20,saviter
822,822,Rated,103,OFT,white,10+0,martha,1710,samwmsrachel,1618,A00,Van't Kruijs Opening,92,2017-08-25,22:26:40,martha
837,837,Unrated,61,OFT,white,12+1,ducksandcats,1830,muligan07,1311,C45,Scotch Game: Schmidt Variation,519,2017-08-09,06:26:40,ducksandcats
854,854,Rated,66,OFT,black,8+0,bobbytal,1853,ducksandcats,1853,B01,Scandinavian Defense: Icelandic-Palme Gambit,0,2017-07-31,08:33:20,ducksandcats
942,942,Unrated,55,OFT,white,10+0,chess-brahs,1950,ya_boy_agent,2212,E00,Amar Opening,262,2017-09-01,15:33:20,chess-brahs
968,969,Unrated,50,OFT,black,5+8,ahuang,1500,hrynio92,1412,D01,Queen's Pawn Game: Veresov Attack |  Classical Defense,88,2017-06-27,21:46:40,hrynio92
981,982,Unrated,80,OFT,black,10+0,maxiargentino,1474,aidenleahycrooks,1862,C41,Philidor Defense #3,388,2017-07-20,03:06:40,aidenleahycrooks
1005,1006,Unrated,18,OFT,black,5+8,aidenleahycrooks,1862,melvet,1416,B07,Pirc Defense #2,446,2017-06-29,01:33:20,melvet
1014,1015,Rated,129,OFT,white,10+0,kardsalan,1937,mrhorta50,2090,C01,French Defense: Exchange Variation,153,2017-08-18,01:33:20,kardsalan
1017,1018,Rated,62,OFT,black,10+0,graton,1553,kardsalan,1942,B13,Caro-Kann Defense: Exchange Variation,389,2017-07-21,18:00:00,kardsalan
1033,1034,Unrated,107,OFT,white,20+0,mrphaseolusvulgaris,1712,lanas2007,1714,C45,Scotch Game,2,2017-08-15,01:20:00,mrphaseolusvulgaris
1074,1075,Rated,75,OFT,white,10+0,superhero098,2014,mwafakalhaswa,1827,C48,Four Knights Game: Spanish Variation |  Classical Variation,187,2017-08-30,02:26:40,superhero098
1075,1076,Rated,94,OFT,black,10+0,ahmedbakeer,1807,superhero098,2008,B40,Sicilian Defense: French Variation,201,2017-08-30,02:26:40,superhero098
1092,1093,Rated,33,OFT,white,20+0,youknowwho_79,1663,eddywilde,1758,B01,Scandinavian Defense: Mieses-Kotroc Variation,95,2017-04-24,21:40:00,youknowwho_79
1097,1098,Rated,204,OFT,black,7+2,mja1991,1818,s-a,1896,D70,Neo-Gruenfeld Defense,78,2017-06-15,12:33:20,s-a
1101,1102,Rated,103,OFT,white,10+0,s-a,1868,zalim666,1656,A43,Franco-Benoni Defense,212,2017-06-15,07:00:00,s-a
1122,1123,Rated,154,OFT,black,10+0,s-a,1895,j0hncap0ne,1977,B32,Sicilian Defense: Kalashnikov Variation,82,2017-06-13,10:33:20,j0hncap0ne
1151,1152,Unrated,114,OFT,draw,8+0,bekzodjon,1804,alejandro555,1779,C02,French Defense: Advance Variation #2,25,2017-06-04,04:20:00,
1192,1193,Unrated,56,OFT,black,5+8,teglife10,1267,kaushik007,1627,C20,King's Pawn Game: Macleod Attack,360,2017-04-08,08:26:40,kaushik007
1217,1218,Rated,100,OFT,black,10+0,jesteroz,1277,riccovieira,1173,C00,French Defense: Normal Variation,104,2017-05-29,01:06:40,riccovieira
1219,1220,Rated,95,OFT,draw,10+0,jesteroz,1291,apolo6612,1166,B00,Nimzowitsch Defense: Williams Variation,125,2017-05-27,01:53:20,
1223,1224,Rated,29,OFT,white,10+0,jesteroz,1286,cerebral,1083,C42,Russian Game: Three Knights Game,203,2017-05-26,23:06:40,jesteroz
1224,1225,Rated,75,OFT,white,10+0,jesteroz,1278,hashashinsquad,1173,C00,French Defense: Normal Variation,105,2017-05-26,00:53:20,jesteroz
1235,1236,Rated,97,OFT,white,10+0,jesteroz,1264,maksimushouse,1327,C78,Ruy Lopez: Closed Variations |  Morphy Attack,63,2017-05-18,20:40:00,jesteroz
1253,1254,Unrated,83,OFT,white,10+0,axelpro446,1501,deebs,1500,C40,King's Pawn Game: McConnell Defense,1,2017-08-31,17:20:00,axelpro446
1267,1268,Unrated,51,OFT,white,10+0,ashishv,1694,axelpro446,1501,D00,Queen's Pawn Game: Mason Attack,193,2017-08-28,19:53:20,ashishv
1278,1279,Unrated,7,OFT,white,10+0,axelpro446,1501,plenad,1797,C46,Three Knights Opening #2,296,2017-08-27,18:53:20,axelpro446
1310,1311,Unrated,64,OFT,black,15+5,canexd,1104,danielmagalhaes,1500,D02,Queen's Pawn Game: Zukertort Variation,396,2017-07-12,03:26:40,danielmagalhaes
1320,1321,Unrated,43,OFT,white,15+5,travadja,1499,canexd,1104,C23,Bishop's Opening,395,2017-06-24,21:33:20,travadja
1321,1322,Unrated,81,OFT,white,15+5,dieg-g,1412,canexd,1104,C50,Italian Game,308,2017-06-22,16:46:40,dieg-g
1355,1356,Unrated,73,OFT,white,10+0,thelostunicorn,1313,bash21,1078,C41,Philidor Defense #2,235,2017-05-28,19:33:20,thelostunicorn
1391,1392,Rated,154,OFT,black,10+0,juncinmestrella,1844,sosnovsky,1713,B32,Sicilian Defense: Open #3,131,2017-08-31,09:00:00,sosnovsky
1398,1399,Rated,75,OFT,white,10+0,juncinmestrella,1846,panisaggg25,1778,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,68,2017-08-31,09:00:00,juncinmestrella
1407,1408,Rated,74,OFT,black,10+0,alfredgjoncari,1789,juncinmestrella,1838,C00,French Defense: Schlechter Variation,49,2017-08-31,00:40:00,juncinmestrella
1413,1414,Rated,56,OFT,black,10+0,karmaboanil,1711,juncinmestrella,1766,A02,Bird Opening,55,2017-08-31,00:40:00,juncinmestrella
1430,1431,Rated,53,OFT,white,7+3,minecraftbook,1197,tom_tox,1190,B10,Caro-Kann Defense,7,2017-08-02,18:53:20,minecraftbook
1455,1456,Rated,105,OFT,white,10+0,urbi-et-orbi,1397,trrrrillionaire,1394,E61,King's Indian Defense,3,2017-06-06,14:40:00,urbi-et-orbi
1481,1482,Rated,122,OFT,black,10+0,bemonk,1210,lolrager,1183,C20,King's Pawn Game: Wayward Queen Attack,27,2017-05-10,09:53:20,lolrager
1489,1490,Rated,8,OFT,black,10+0,hasan_al-banna,1374,aliagha18,1385,C40,King's Pawn Game: McConnell Defense,11,2017-07-27,15:40:00,aliagha18
1490,1491,Rated,90,OFT,black,10+0,sanya66665433,1324,hasan_al-banna,1365,C45,Scotch Game,41,2017-07-22,07:53:20,hasan_al-banna
1495,1496,Rated,94,OFT,black,10+0,hasan_al-banna,1388,karlrossmann,1238,C55,Italian Game: Anti-Fried Liver Defense,150,2017-06-14,14:20:00,karlrossmann
1496,1497,Rated,129,OFT,white,10+0,webchessplayer,1301,hasan_al-banna,1401,A04,Zukertort Opening: Sicilian Invitation,100,2017-06-04,15:26:40,webchessplayer
1497,1498,Rated,129,OFT,white,10+0,hasan_al-banna,1390,lopezz,1423,C41,Philidor Defense,33,2017-06-02,19:00:00,hasan_al-banna
1531,1532,Rated,80,OFT,black,10+0,skulll1,1735,1111112222,1649,C40,King's Pawn Game: McConnell Defense,86,2017-05-30,21:33:20,1111112222
1533,1534,Rated,116,OFT,black,10+0,kombat_ace,1643,skulll1,1722,C42,Russian Game: Three Knights Game,79,2017-05-26,20:20:00,skulll1
1537,1538,Rated,94,OFT,black,10+0,slavik-1991,1828,skulll1,1694,D10,Slav Defense,134,2017-05-22,08:00:00,skulll1
1552,1553,Unrated,115,OFT,white,10+0,ranger440,1476,magustingg,1524,D06,Queen's Gambit Refused: Marshall Defense,48,2017-05-26,20:20:00,ranger440
1589,1590,Rated,92,OFT,black,10+0,golho,1195,a_p_t_e_m_u_u,1298,A00,Van't Kruijs Opening,103,2017-08-29,07:00:00,a_p_t_e_m_u_u
1611,1612,Rated,52,OFT,black,10+0,salah9,1857,nik99,2176,A56,Benoni Defense,319,2017-08-15,15:13:20,nik99
1675,1676,Rated,141,OFT,white,10+0,joe-brown,1044,juan_du,1080,A04,Zukertort Opening: Dutch Variation,36,2017-06-08,13:53:20,joe-brown
1737,1738,Rated,41,OFT,white,10+0,arsenelupin1620,1595,xxfudoxx,1223,C41,Philidor Defense: Nimzowitsch Variation #2,372,2017-04-11,11:26:40,arsenelupin1620
1738,1739,Rated,95,OFT,white,10+0,tiqer35rus,1301,arsenelupin1620,1616,C41,Philidor Defense #2,315,2017-04-11,11:26:40,tiqer35rus
1739,1740,Rated,79,OFT,white,10+0,arsenelupin1620,1611,jithin7,1371,C44,King's Knight Opening: Normal Variation,240,2017-04-11,05:53:20,arsenelupin1620
1743,1744,Rated,76,OFT,black,10+0,arsenelupin1620,1593,shozolosa,2216,B06,Modern Defense: Two Knights Variation,623,2017-04-10,04:53:20,shozolosa
1746,1747,Rated,87,OFT,white,10+0,davoodshadi,1728,arsenelupin1620,1576,A53,Old Indian: Czech Variation |  with Nc3,152,2017-04-09,12:13:20,davoodshadi
1747,1748,Rated,111,OFT,white,10+0,arsenelupin1620,1560,soemojo,1686,B00,Nimzowitsch Defense |  Declined Variation,126,2017-04-09,03:53:20,arsenelupin1620
1756,1757,Rated,63,OFT,white,10+0,arsenelupin1620,1575,jirkas2,1281,C40,King's Pawn Game: Damiano Defense,294,2017-04-01,01:26:40,arsenelupin1620
1758,1759,Rated,80,OFT,black,10+0,arsenelupin1620,1585,lsm17,1697,B23,Sicilian Defense: Closed Variation,112,2017-03-27,07:33:20,lsm17
1759,1760,Rated,71,OFT,white,10+0,arsenelupin1620,1574,alejandropert,1561,C41,Philidor Defense #4,13,2017-03-27,04:46:40,arsenelupin1620
1761,1762,Rated,123,OFT,white,10+0,hezarfen,1651,arsenelupin1620,1573,C46,Three Knights Opening,78,2017-03-26,12:06:40,hezarfen
1779,1780,Rated,93,OFT,white,10+0,mikiduda,1406,ovidiusjo,1338,C41,Philidor Defense #3,68,2017-06-18,18:20:00,mikiduda
1810,1812,Rated,88,OFT,draw,8+0,moftichess,1009,lkasperbauer,1038,A40,Horwitz Defense,29,2017-05-04,01:06:40,
1872,1875,Rated,143,OFT,white,15+10,sharkey101,1873,gromistom,1833,C62,Ruy Lopez: Steinitz Defense,40,2017-02-26,14:40:00,sharkey101
1887,1890,Rated,62,OFT,black,10+0,kurtbusch,1438,yagoluz,1407,C41,Philidor Defense #2,31,2017-04-13,21:46:40,yagoluz
1908,1911,Rated,160,OFT,black,10+0,nimeni21,1935,behrooz36tehran,1867,D25,Queen's Gambit Accepted: Normal Variation,68,2017-08-26,12:20:00,behrooz36tehran
1916,1919,Rated,76,OFT,black,10+0,rex123,1708,behrooz36tehran,1887,C33,King's Gambit Accepted |  Bishop's Gambit |  Maurian Defense,179,2017-08-26,12:20:00,behrooz36tehran
1923,1926,Rated,47,OFT,white,10+0,ddiaz19,1326,brorael357,1321,C20,King's Pawn Game: Leonardis Variation,5,2017-05-06,03:06:40,ddiaz19
1932,1935,Rated,10,OFT,black,10+0,ifonlyicantouchastar,1358,brorael357,1315,C41,Philidor Defense #3,43,2017-04-17,00:46:40,brorael357
1933,1936,Rated,30,OFT,black,10+0,brorael357,1319,msdjovanov,1633,C41,Philidor Defense,314,2017-04-15,04:20:00,msdjovanov
1939,1942,Rated,27,OFT,white,10+0,ravago,1360,brorael357,1362,A13,English Opening: Agincourt Defense #2,2,2017-04-08,16:46:40,ravago
1957,1960,Rated,55,OFT,white,10+0,gasperlk,1351,brorael357,1357,C41,Philidor Defense #2,6,2017-03-10,01:40:00,gasperlk
1992,1995,Unrated,138,OFT,black,15+0,citrus2014,1537,shijima220,1500,B20,Sicilian Defense: Bowdler Attack,37,2017-04-08,00:06:40,shijima220
2005,2008,Rated,14,OFT,black,5+40,homesteadpost,1382,mimirilinguis,1009,A00,Kadas Opening,373,2017-07-13,23:53:20,mimirilinguis
2049,2052,Rated,68,OFT,black,10+0,mekri,1370,chicago_chess,1425,C20,King's Pawn Game: Wayward Queen Attack,55,2017-04-02,21:53:20,chicago_chess
2061,2064,Rated,21,OFT,white,5+8,islam01,1371,freddyfufu,1291,C44,Scotch Game,80,2017-07-26,11:53:20,islam01
2084,2087,Rated,85,OFT,white,10+8,islam01,1337,twenty90,1523,C22,Center Game: Normal Variation,186,2017-07-08,13:20:00,islam01
2134,2137,Rated,41,OFT,white,10+0,gingerthecookie,1742,qchuong,1785,C44,Scotch Game: Scotch Gambit,43,2017-08-24,04:46:40,gingerthecookie
2143,2146,Rated,127,OFT,white,10+0,alakard,1833,dx2j,1738,C02,French Defense: Advance Variation |  Main Line,95,2017-03-15,23:20:00,alakard
2145,2148,Rated,64,OFT,black,10+0,pizzalberto,1587,alakard,1811,B12,Caro-Kann Defense: Advance Variation |  Short Variation,224,2017-03-15,23:20:00,alakard
2147,2150,Rated,51,OFT,white,10+0,mrmaccc,1882,avichal,1873,B13,Caro-Kann Defense: Panov Attack |  Modern Defense |  Mieses Line,9,2017-08-20,11:53:20,mrmaccc
2150,2153,Rated,92,OFT,black,10+0,nitxcool,1796,avichal,1875,B50,Sicilian Defense: Delayed Alapin,79,2017-08-15,09:40:00,avichal
2153,2156,Unrated,63,OFT,white,8+0,alwayscheckmated,1581,chessfailurenoob,1232,C22,Center Game: Normal Variation,349,2017-05-12,17:26:40,alwayscheckmated
2154,2157,Unrated,55,OFT,white,8+0,alwayscheckmated,1581,chessfailurenoob,1232,C21,Center Game #2,349,2017-04-28,17:20:00,alwayscheckmated
2155,2158,Unrated,40,OFT,black,8+0,chessfailurenoob,1232,alwayscheckmated,1581,B70,Sicilian Defense: Dragon Variation,349,2017-04-18,18:26:40,alwayscheckmated
2157,2160,Rated,71,OFT,white,10+2,alwayscheckmated,1500,chessfailurenoob,1238,B21,Sicilian Defense: Smith-Morra Gambit #2,262,2017-04-01,01:26:40,alwayscheckmated
2184,2187,Rated,49,OFT,white,10+0,goldenfox99,1419,daiodd,1544,A20,English Opening: King's English Variation,125,2017-03-19,21:46:40,goldenfox99
2185,2188,Unrated,40,OFT,black,15+10,goldenfox99,1419,onedfour,1865,A20,English Opening: King's English Variation,446,2017-03-19,10:40:00,onedfour
2190,2193,Rated,109,OFT,white,20+8,imanovice,1889,dsom1234,1807,B93,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,82,2017-03-25,00:00:00,imanovice
2216,2219,Rated,173,OFT,draw,10+0,nik1579,2225,doraemon61,2264,C42,Russian Game: Classical Attack |  Chigorin Variation,39,2017-03-15,17:46:40,
2222,2225,Rated,54,OFT,black,20+0,mehdi271,1855,doraemon61,2264,C42,Russian Game: Three Knights Game,409,2017-03-15,15:00:00,doraemon61
2232,2235,Unrated,97,OFT,white,15+0,doraemon61,2264,supersapien55,1455,E44,Nimzo-Indian Defense: Fischer Variation,809,2017-01-09,11:06:40,doraemon61
2249,2252,Rated,208,OFT,draw,10+0,kaaaaakakaka,1465,fire7,1449,D50,Queen's Gambit Declined: Pseudo-Tarrasch Variation,16,2017-08-31,00:40:00,
2255,2258,Rated,99,OFT,white,10+0,bobc,2024,alfredo17,1933,A04,Reti Opening #2,91,2017-09-01,01:40:00,bobc
2262,2265,Rated,113,OFT,white,10+0,bobc,1958,alequis1991,1952,A04,Zukertort Opening: Kingside Fianchetto,6,2017-08-30,16:20:00,bobc
2269,2272,Rated,148,OFT,black,10+0,fikr,1901,bobc,1893,B90,Sicilian Defense: Najdorf Variation,8,2017-08-29,04:13:20,bobc
2270,2273,Rated,119,OFT,white,10+0,musya_says,1829,bobc,1905,B57,Sicilian Defense: Modern Variations |  Main Line,76,2017-08-29,04:13:20,musya_says
2275,2278,Rated,103,OFT,white,10+0,mjay123,1899,bobc,1950,E70,King's Indian Defense: Accelerated Averbakh Variation,51,2017-08-28,19:53:20,mjay123
2276,2279,Rated,158,OFT,draw,10+0,bobc,1952,malilug28,1907,A04,Zukertort Opening: Queenside Fianchetto Variation,45,2017-08-28,17:06:40,
2280,2283,Rated,113,OFT,white,10+0,nulozechecs,1989,bobc,1980,B90,Sicilian Defense: Najdorf Variation,9,2017-08-28,00:26:40,nulozechecs
2287,2290,Rated,135,OFT,draw,10+0,afrisham-iran,1869,bobc,1939,B20,Sicilian Defense: Lasker-Dunne Attack,70,2017-08-26,20:40:00,
2293,2296,Rated,151,OFT,white,10+0,zoran55,1859,bobc,1954,B20,Sicilian Defense: Bowdler Attack,95,2017-08-25,22:26:40,zoran55
2319,2322,Rated,75,OFT,white,10+0,lacrome,1500,tapanj0shi,1393,D00,Blackmar-Diemer Gambit Declined |  Weinsbach Declination,107,2017-03-21,04:20:00,lacrome
2323,2326,Rated,71,OFT,white,15+15,sansthecomic,1797,dropscreamzero,2083,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,286,2017-03-16,21:33:20,sansthecomic
2363,2366,Rated,15,OFT,white,8+5,vfhfnvfhfn22,1635,fabian27,1647,A40,Englund Gambit,12,2017-03-30,07:46:40,vfhfnvfhfn22
2417,2420,Rated,73,OFT,white,15+14,toni4127,1907,semenov1717,1677,D31,Semi-Slav Defense: Accelerated Move Order,230,2017-08-15,01:20:00,toni4127
2437,2440,Rated,151,OFT,white,10+0,masterzyd,1268,slavamnemonic,1312,B20,Sicilian Defense,44,2017-05-24,07:13:20,masterzyd
2504,2507,Rated,28,OFT,black,10+0,thatduckgod,1337,ethan_3f,1391,B01,Scandinavian Defense: Blackburne Gambit,54,2017-03-27,02:00:00,ethan_3f
2557,2563,Rated,61,OFT,white,5+5,ekimm,1539,darkknight11111,1510,B00,Nimzowitsch Defense,29,2017-08-18,18:13:20,ekimm
2585,2591,Rated,89,OFT,white,10+0,norevv,1574,chrisca408,1562,D04,Queen's Pawn Game: Colle System,12,2017-08-29,01:26:40,norevv
2589,2595,Rated,37,OFT,white,10+5,schchesss,1517,chrisca408,1559,E90,King's Indian Defense: Normal Variation |  Rare Defenses,42,2017-08-23,03:46:40,schchesss
2649,2655,Rated,131,OFT,white,10+0,mr_t,1264,willdaplum,1315,C20,King's Pawn Game: Wayward Queen Attack,51,2017-06-01,20:46:40,mr_t
2652,2658,Unrated,32,OFT,black,180+0,willdaplum,1250,frostbittenkitten,1500,C65,Ruy Lopez: Berlin Defense #2,250,2017-03-18,01:20:00,frostbittenkitten
2704,2719,Rated,119,OFT,white,10+0,rewuyd,1125,jdy,1124,D00,Queen's Pawn Game: Mason Attack,1,2017-02-10,07:00:00,rewuyd
2712,2727,Rated,7,OFT,white,10+0,jdy,1099,mauzi123,1198,C21,Center Game #2,99,2017-02-09,14:20:00,jdy
2726,2741,Rated,49,OFT,white,15+15,jdy,1062,alampas,1216,C11,French Defense: Classical Variation,154,2017-02-08,02:13:20,jdy
2740,2755,Rated,109,OFT,white,10+0,bischopscup,1239,kaji_djagal,1699,C27,Vienna Game,460,2017-08-19,22:00:00,bischopscup
2760,2775,Rated,99,OFT,white,10+0,octaviandd,1423,kyzuro,1402,C26,Vienna Game: Stanley Variation |  Reversed Spanish,21,2017-05-24,15:33:20,octaviandd
2766,2781,Rated,50,OFT,black,15+15,mirek66,1173,kyzuro,1410,B20,Sicilian Defense: Staunton-Cochrane Variation,237,2017-02-23,00:33:20,kyzuro
2816,2831,Unrated,22,OFT,black,15+45,albertomhr,1500,jakubsagitario17,1500,C24,Bishop's Opening: Berlin Defense,0,2017-03-15,17:46:40,jakubsagitario17
2820,2835,Unrated,107,OFT,white,15+0,slavkor,1702,jakubsagitario17,1500,C20,King's Pawn Opening: 2.b3,202,2017-03-15,15:00:00,slavkor
