,Games,Game Type,Turns,Victory Status,Winner,Increment Code,White Id,White Rating,Black Id,Black Rating,Opening ECO,Opening Name,Rating Difference,Date,Time,Winner Id
757,757,Rated,91,draw,draw,5+5,amir2002zzz,2474,vovaches,2477,E30,Nimzo-Indian Defense: Leningrad Variation,3,2017-07-14,08:13:20,
761,761,Rated,33,draw,draw,5+5,amir2002zzz,2465,fourninetysix,2384,D00,Queen's Pawn Game: Mason Attack,81,2017-07-14,08:13:20,
769,769,Rated,153,draw,draw,5+5,amir2002zzz,2428,fairygirl,2360,A71,Benoni Defense: Classical Variation |  Averbakh-Grivas Attack,68,2017-07-13,12:46:40,
792,792,Rated,103,draw,draw,10+0,saviter,1729,bayron45,2008,B32,Sicilian Defense: Open #3,279,2017-08-23,20:26:40,
825,825,Unrated,92,draw,draw,8+0,messi08,1564,samwmsrachel,1603,C64,Ruy Lopez: Classical Variation |  Central Variation,39,2017-08-12,23:20:00,
830,830,Unrated,89,draw,draw,25+0,ducksandcats,1821,duckduckcow,1832,B12,Caro-Kann Defense: Advance Variation,11,2017-08-12,03:53:20,
852,852,Rated,124,draw,draw,10+0,axela,1806,ducksandcats,1875,D12,Slav Defense: Exchange Variation |  Schallopp Variation,69,2017-07-31,08:33:20,
868,868,Unrated,115,draw,draw,5+60,sunwatair57,1923,smartduckduckcow,1887,D00,Queen's Pawn Game: Mason Attack,36,2017-07-12,11:46:40,
945,945,Unrated,29,draw,draw,10+10,chess-brahs,1950,hugomazochi,2204,A04,Reti Opening #2,254,2017-08-24,13:06:40,
946,946,Unrated,65,draw,draw,10+10,chess-brahs,1950,responsible_peach,1500,A06,Reti Opening,450,2017-08-24,15:53:20,
947,947,Unrated,66,draw,draw,10+10,chess-brahs,1950,berkaybahadr,1819,A07,King's Indian Attack: Sicilian Variation,131,2017-08-24,15:53:20,
948,948,Unrated,112,draw,draw,10+10,chess-brahs,1950,aks_oks,1477,A04,Zukertort Opening: Black Mustang Defense,473,2017-08-24,15:53:20,
949,949,Unrated,70,draw,draw,10+10,chess-brahs,1950,adn_bravo88,1500,A07,King's Indian Attack,450,2017-08-24,15:53:20,
954,955,Unrated,30,draw,draw,20+60,chess-brahs,1990,corol,1465,A08,King's Indian Attack: Sicilian Variation,525,2017-08-10,15:46:40,
955,956,Unrated,11,draw,draw,60+0,chess-brahs,1990,msexeter,1756,A04,Zukertort Opening: Kingside Fianchetto,234,2017-08-10,15:46:40,
957,958,Unrated,67,draw,draw,10+10,chess-brahs,1990,factionmaster,1447,A04,Zukertort Opening: Kingside Fianchetto,543,2017-08-04,15:20:00,
1013,1014,Unrated,102,draw,draw,10+0,kardsalan,1955,assad,1837,B90,Sicilian Defense: Najdorf Variation |  English Attack,118,2017-08-23,01:00:00,
1022,1023,Unrated,129,draw,draw,180+180,vudo1012,1500,jonhnyorion,1500,A00,Van't Kruijs Opening,0,2017-07-24,09:53:20,
1079,1080,Rated,96,draw,draw,10+0,majid_alsalhi,1777,superhero098,1998,B40,Sicilian Defense: Delayed Alapin Variation,221,2017-08-29,23:40:00,
1125,1126,Rated,140,draw,draw,10+0,gorvlad-61,1972,s-a,1878,B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation,94,2017-06-13,05:00:00,
1148,1149,Unrated,135,draw,draw,15+5,bekzodjon,1716,bobby70,1763,C00,Rat Defense: Small Center Defense,47,2017-06-04,09:53:20,
1164,1165,Rated,50,draw,draw,15+10,zihi,2353,skuppam3,2313,A85,Dutch Defense: Queen's Knight Variation,40,2017-05-26,17:33:20,
1185,1186,Unrated,128,draw,draw,10+0,care_404,1406,kaushik007,1481,D15,Slav Defense: Three Knights Variation,75,2017-04-25,08:46:40,
1199,1200,Rated,104,draw,draw,14+8,demas,1638,chessvariants,1417,D00,Queen's Pawn Game,221,2017-05-23,11:46:40,
1206,1207,Rated,9,draw,draw,10+5,izzlanfarischess,1845,jkf11,1750,B56,Sicilian Defense: Modern Variations,95,2017-05-20,03:13:20,
1249,1250,Unrated,60,draw,draw,10+0,jbevarts,1542,axelpro446,1501,A28,English Opening: Four Knights System |  Nimzowitsch Variation,41,2017-08-31,20:06:40,
1265,1266,Unrated,130,draw,draw,10+0,axelpro446,1501,hunnyman,1760,C00,French Defense: Knight Variation,259,2017-08-29,04:13:20,
1326,1327,Rated,124,draw,draw,15+15,lorenzoberv,1174,posra,1254,A45,Trompowsky Attack,80,2017-05-18,04:00:00,
1335,1336,Rated,52,draw,draw,15+0,thelostunicorn,1339,nikosvour,1339,C00,French Defense: Queen's Knight,0,2017-08-25,03:00:00,
1384,1385,Rated,110,draw,draw,10+0,juncinmestrella,1859,bert-w,1674,C55,Italian Game: Two Knights Defense |  Max Lange Attack,185,2017-09-01,07:13:20,
1392,1393,Rated,90,draw,draw,10+0,eltrog,1845,juncinmestrella,1844,A13,English Opening: Agincourt Defense,1,2017-08-31,09:00:00,
1399,1400,Rated,77,draw,draw,10+0,eraldii,1936,juncinmestrella,1843,C02,French Defense: Advance Variation |  Milner-Barry Gambit,93,2017-08-31,09:00:00,
1418,1419,Rated,30,draw,draw,20+0,neilgally,1211,minecraftbook,1226,C55,Italian Game: Two Knights Defense,15,2017-08-14,17:00:00,
1443,1444,Unrated,23,draw,draw,10+0,andersonru,1697,kachess10204542,1171,C50,Italian Game,526,2017-05-07,15:13:20,
1444,1445,Rated,117,draw,draw,10+0,picklesmcknight,1705,nomaschess,1628,C41,Philidor Defense #3,77,2017-08-18,04:20:00,
1447,1448,Unrated,29,draw,draw,10+5,trrrrillionaire,1401,niamor,1588,A04,Zukertort Opening: Kingside Fianchetto,187,2017-07-05,18:40:00,
1494,1495,Rated,39,draw,draw,10+0,shahariar1501074,1250,hasan_al-banna,1382,D00,Queen's Pawn Game,132,2017-07-14,13:46:40,
1503,1504,Rated,107,draw,draw,10+0,sedinho,1397,hasan_al-banna,1405,B21,Sicilian Defense: Smith-Morra Gambit #2,8,2017-06-02,16:13:20,
1527,1528,Rated,117,draw,draw,10+0,linconnu,1588,skulll1,1696,A00,Anderssen Opening,108,2017-06-01,20:46:40,
1532,1533,Rated,67,draw,draw,10+0,skulll1,1731,society,1879,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,148,2017-05-30,21:33:20,
1547,1548,Unrated,113,draw,draw,10+0,iv11,1744,ranger440,1482,C20,Bishop's Opening: Boi Variation,262,2017-06-12,17:53:20,
1581,1582,Rated,130,draw,draw,10+0,a_p_t_e_m_u_u,1275,alex_11_0,1398,B10,Caro-Kann Defense #2,123,2017-09-01,10:00:00,
1594,1595,Rated,43,draw,draw,10+0,blazingheart,1386,a_p_t_e_m_u_u,1279,A00,Hungarian Opening,107,2017-08-29,07:00:00,
1613,1614,Rated,41,draw,draw,10+0,nik99,2177,ahmd11,2051,C02,French Defense: Advance Variation |  Paulsen Attack,126,2017-08-15,09:40:00,
1642,1643,Rated,127,draw,draw,10+0,lencinas,1134,butterlandz,1346,B20,Sicilian Defense,212,2017-05-12,00:46:40,
1661,1662,Rated,28,draw,draw,15+15,s661693,1015,joe-brown,956,B20,Sicilian Defense: Bowdler Attack,59,2017-06-18,01:40:00,
1684,1685,Rated,44,draw,draw,8+7,robertoautista,954,joe-brown,1166,A04,Zukertort Opening: Queenside Fianchetto Variation,212,2017-04-17,17:26:40,
1685,1686,Rated,21,draw,draw,8+7,joe-brown,1196,robertoautista,946,B00,Owen Defense,250,2017-04-17,17:26:40,
1686,1687,Rated,37,draw,draw,8+7,robertoautista,937,joe-brown,1233,A06,Reti Opening,296,2017-04-17,17:26:40,
1733,1734,Rated,105,draw,draw,8+5,una1,1621,jzcarr55,1325,C02,French Defense: Advance Variation |  Nimzowitsch System,296,2017-04-14,20:00:00,
1757,1758,Rated,101,draw,draw,10+0,sqs198627,1814,arsenelupin1620,1568,C30,King's Gambit Declined |  Queen's Knight Defense,246,2017-04-01,01:26:40,
1774,1775,Rated,109,draw,draw,10+0,mikiduda,1372,loiclafouine,1347,C41,Philidor Defense #3,25,2017-07-02,21:13:20,
1789,1790,Rated,112,draw,draw,8+0,mikiduda,1383,szachysta,1045,C00,French Defense: Knight Variation,338,2017-05-31,22:33:20,
1823,1825,Rated,14,draw,draw,8+0,barrow-wight,1352,mathhopper,1364,C20,King's Pawn Game: Napoleon Attack,12,2017-07-17,19:33:20,
1828,1831,Rated,38,draw,draw,10+0,ac80,1323,barrow-wight,1365,C20,King's Pawn Game: Wayward Queen Attack,42,2017-07-10,18:06:40,
1849,1852,Rated,132,draw,draw,15+10,sharkey101,1873,i_dan,1803,C60,Ruy Lopez: Cozio Defense,70,2017-04-22,05:46:40,
1850,1853,Rated,55,draw,draw,15+10,sargentopimienta,1989,sharkey101,1868,D43,Semi-Slav Defense,121,2017-04-20,20:26:40,
1857,1860,Rated,99,draw,draw,15+10,sharkey101,1845,glady974,1841,B50,Sicilian Defense,4,2017-04-01,04:13:20,
1868,1871,Rated,123,draw,draw,15+10,andrey2014,1879,sharkey101,1863,D46,Semi-Slav Defense: Bogoljubov Variation,16,2017-03-11,08:13:20,
1878,1881,Rated,97,draw,draw,15+10,egorka18,1761,sharkey101,1712,B54,Sicilian Defense #2,49,2017-02-22,19:00:00,
1982,1985,Rated,26,draw,draw,9+1,sneaky_bugger,1662,tactical_bishop,1337,A43,Benoni Defense: Benoni Gambit Accepted,325,2017-03-08,21:53:20,
2042,2045,Rated,28,draw,draw,10+0,clownish,1313,chicago_chess,1335,C70,Ruy Lopez: Morphy Defense |  Caro Variation,22,2017-04-03,20:06:40,
2053,2056,Rated,61,draw,draw,10+0,chicago_chess,1494,herbert125,1433,C23,Bishop's Opening,61,2017-04-02,19:06:40,
2099,2102,Rated,127,draw,draw,10+8,islam01,1398,vit216,1465,B21,Sicilian Defense: Smith-Morra Gambit #2,67,2017-07-06,14:06:40,
2137,2140,Unrated,100,draw,draw,10+0,thierry972,1519,gingerthecookie,1749,B50,Sicilian Defense,230,2017-08-24,02:00:00,
2149,2152,Rated,133,draw,draw,10+0,avichal,1885,danny_1,1837,B46,Sicilian Defense: Paulsen Variation,48,2017-08-15,09:40:00,
2206,2209,Rated,140,draw,draw,8+2,doraemon61,2264,valeriy56,1639,B57,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,625,2017-03-24,12:53:20,
2271,2274,Rated,130,draw,draw,10+0,bobc,1903,frankochi,1969,A05,King's Indian Attack: Wahls Defense,66,2017-08-28,22:40:00,
2279,2282,Rated,80,draw,draw,10+0,bobc,1970,eliseoo23,1835,A04,Zukertort Opening: Sicilian Invitation,135,2017-08-28,00:26:40,
2282,2285,Rated,81,draw,draw,10+0,bobc,1973,gpantac,2003,A08,King's Indian Attack,30,2017-08-27,18:53:20,
2292,2295,Rated,109,draw,draw,10+0,bobc,1941,deldongo,1916,A05,King's Indian Attack: Symmetrical Defense,25,2017-08-25,22:26:40,
2307,2310,Unrated,6,draw,draw,40+20,iamnoobsince97,1500,chess_king3,1474,B23,Sicilian Defense: Closed Variation,26,2017-08-26,17:53:20,
2309,2312,Unrated,90,draw,draw,15+30,chess_king3,1474,gatos9999,2010,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,536,2017-08-25,19:40:00,
2328,2331,Rated,51,draw,draw,20+1,ayax5000,1191,hash_13-chess,1111,A00,Van't Kruijs Opening,80,2017-07-23,00:33:20,
2347,2350,Rated,65,draw,draw,15+15,cooldude1200,1116,sssdddddd,1173,B01,Scandinavian Defense,57,2017-08-29,09:46:40,
2353,2356,Rated,71,draw,draw,10+5,bavorak15,1794,vfhfnvfhfn22,1714,E76,King's Indian Defense: Steiner Attack,80,2017-04-22,11:20:00,
2381,2384,Rated,44,draw,draw,10+6,pawnslider,1629,vfhfnvfhfn22,1586,B07,Pirc Defense,43,2017-02-11,19:06:40,
2386,2389,Rated,88,draw,draw,10+5,alexandro75,1642,vfhfnvfhfn22,1638,B07,Pirc Defense #4,4,2017-02-06,16:53:20,
2401,2404,Rated,57,draw,draw,15+14,toni4127,1875,seha3,1821,D43,Semi-Slav Defense,54,2017-08-29,20:53:20,
2407,2410,Rated,64,draw,draw,10+0,maximilianola,1815,toni4127,1882,A00,Van't Kruijs Opening,67,2017-08-28,17:06:40,
2442,2445,Rated,100,draw,draw,10+0,ponchoarello,1331,masterzyd,1296,B00,Barnes Defense,35,2017-05-20,11:33:20,
2548,2551,Unrated,137,draw,draw,15+0,frozen8413,1730,sp37578,1309,B00,Nimzowitsch Defense: Scandinavian Variation |  Bogoljubov Variation |  Heinola-Deppe Gambit,421,2017-03-18,15:13:20,
2551,2555,Unrated,169,draw,draw,15+0,frozen8413,1730,sp37578,1309,D00,Queen's Pawn Game #3,421,2017-03-10,23:53:20,
2582,2588,Rated,17,draw,draw,5+5,killertip,1382,dragonstar1738,1304,C23,Bishop's Opening,78,2017-03-15,01:06:40,
2586,2592,Rated,67,draw,draw,10+0,tayebworld,1590,chrisca408,1561,B20,Sicilian Defense: Staunton-Cochrane Variation,29,2017-08-29,01:26:40,
2627,2633,Rated,114,draw,draw,15+15,scorchedturf,1450,custodialart,1525,C02,French Defense: Advance Variation |  Paulsen Attack,75,2017-06-17,20:06:40,
2657,2663,Rated,92,draw,draw,180+0,qball,1330,alex666pion,1268,C42,Russian Game: Three Knights Game,62,2017-02-15,20:20:00,
2754,2769,Rated,93,draw,draw,10+0,arnchess,983,bischopscup,1167,B50,Sicilian Defense: Delayed Alapin,184,2017-08-05,19:06:40,
2770,2785,Rated,125,draw,draw,10+10,marines2040,1452,kyzuro,1351,C02,French Defense: Advance Variation |  Paulsen Attack,101,2017-02-08,02:13:20,
2797,2812,Rated,33,draw,draw,8+8,redarmi90,1428,jakubsagitario17,1507,C41,Philidor Defense #2,79,2017-03-20,14:26:40,
2805,2820,Unrated,19,draw,draw,5+10,pavelmotavel,1527,jakubsagitario17,1500,C55,Italian Game: Anti-Fried Liver Defense,27,2017-03-19,10:40:00,
2808,2823,Unrated,21,draw,draw,10+5,jakubsagitario17,1500,sharphunter,1457,A22,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon,43,2017-03-19,10:40:00,
2809,2824,Unrated,95,draw,draw,5+5,jakubsagitario17,1500,pmm72,1648,A21,English Opening: King's English Variation |  Reversed Sicilian,148,2017-03-18,20:46:40,
2813,2828,Unrated,43,draw,draw,5+8,kodl47,1788,jakubsagitario17,1500,C34,King's Gambit Accepted |  Becker Defense,288,2017-03-18,15:13:20,
2823,2838,Rated,117,draw,draw,15+8,saeed65,1659,padeshah,1628,A06,Reti Opening,31,2017-02-25,08:06:40,
2825,2840,Rated,79,draw,draw,15+8,saeed65,1680,hennes,1700,A04,Zukertort Opening: Sicilian Invitation,20,2017-02-23,14:26:40,
2829,2844,Rated,100,draw,draw,15+8,saeed65,1691,erntegutallesgut,1386,C42,Russian Game: Urusov Gambit,305,2017-02-21,15:13:20,
2850,2865,Rated,147,draw,draw,15+2,squalltakuya,1696,saeed65,1722,C55,Italian Game: Anti-Fried Liver Defense,26,2017-02-15,14:46:40,
2890,2905,Rated,100,draw,draw,10+0,businessman47,1129,fashathus,1248,C20,King's Pawn Game: Napoleon Attack,119,2017-02-02,01:46:40,
3071,3086,Rated,113,draw,draw,20+0,kevchod,1561,ali110,1525,C50,Italian Game,36,2017-02-19,18:46:40,
3073,3088,Rated,42,draw,draw,10+15,nurik88,1456,kevchod,1556,B20,Sicilian Defense: Bowdler Attack,100,2017-02-19,18:46:40,
3117,3132,Rated,118,draw,draw,7+4,meccanoidg15,2155,valters26,1758,C00,French Defense: Horwitz Attack,397,2016-11-24,01:13:20,
3166,3181,Rated,109,draw,draw,10+0,littlekitty83,1064,avbars,1174,C33,King's Gambit Accepted,110,2017-02-16,04:40:00,
3175,3190,Rated,101,draw,draw,10+0,halikonu,1004,littlekitty83,1085,C40,King's Pawn Game: Busch-Gass Gambit,81,2017-02-14,05:26:40,
3187,3202,Rated,43,draw,draw,10+0,dylangaming1,1500,etxaixapa,1770,C41,Philidor Defense #2,270,2017-01-29,20:00:00,
3224,3239,Unrated,109,draw,draw,10+0,ilnazgil,1475,brandonbos,1480,C45,Scotch Game,5,2017-08-27,21:40:00,
3284,3299,Rated,143,draw,draw,7+2,mohammad1361,1768,uktamsaparov,1824,C00,Rat Defense: Small Center Defense,56,2017-08-29,15:20:00,
3285,3300,Rated,68,draw,draw,7+2,mohammad1361,1775,katerina1965,1544,C00,French Defense: Knight Variation,231,2017-08-29,15:20:00,
3300,3315,Rated,148,draw,draw,15+0,fallen_champs,1371,ri_chess,1573,D02,Queen's Pawn Game: Krause Variation,202,2017-08-19,05:20:00,
3324,3339,Rated,118,draw,draw,10+0,caje,1651,ri_chess,1608,D00,Queen's Pawn Game: Steinitz Countergambit,43,2017-08-05,05:13:20,
3360,3375,Rated,86,draw,draw,15+10,mailsupriya,1804,kcinnay,1869,C01,French Defense: Exchange Variation,65,2016-12-28,15:46:40,
3362,3377,Rated,105,draw,draw,15+10,mailsupriya,1812,vladiaz,1874,D10,Slav Defense,62,2016-12-28,13:00:00,
3369,3384,Rated,139,draw,draw,15+10,chupa16,1976,mailsupriya,1848,B32,Sicilian Defense: Open #2,128,2016-12-21,06:00:00,
3407,3422,Unrated,113,draw,draw,10+0,cracking12345,1732,vinxitv,1733,E32,Nimzo-Indian Defense: Classical Variation,1,2017-08-04,04:13:20,
3449,3464,Unrated,106,draw,draw,5+8,albertocdj,1766,king5891,1400,B00,Owen Defense,366,2017-01-27,04:06:40,
3496,3511,Rated,131,draw,draw,10+0,peoncitoportenio,1552,rembrandt16,1491,C20,King's Pawn Game: Mengarini's Opening,61,2017-01-09,02:46:40,
3654,3669,Rated,50,draw,draw,12+6,kingcrazy99,1362,paddycologne,1529,B32,Sicilian Defense: Loewenthal Variation,167,2017-08-04,23:40:00,
3655,3670,Rated,56,draw,draw,12+6,paddycologne,1534,kingcrazy99,1357,D37,Queen's Gambit Declined: Three Knights Variation,177,2017-08-04,23:40:00,
3713,3728,Rated,35,draw,draw,10+0,varech29,1189,piley159,1164,B02,Alekhine Defense: Mokele Mbembe,25,2016-12-17,15:53:20,
3743,3758,Rated,130,draw,draw,15+8,alex_1396,1462,misfox,1158,C46,Four Knights Game,304,2017-02-12,09:00:00,
3758,3773,Rated,8,draw,draw,30+5,comm74ru,1517,misfox,1134,A40,Englund Gambit Complex: Englund Gambit,383,2017-02-05,15:53:20,
3759,3774,Unrated,16,draw,draw,15+10,sasa123,1551,pal2310,1703,B50,Sicilian Defense,152,2017-04-23,17:53:20,
3773,3788,Rated,96,draw,draw,15+10,pal2310,1727,tarquiniusimperator,1586,D20,Queen's Gambit Accepted: Old Variation,141,2017-04-17,17:26:40,
3781,3796,Rated,75,draw,draw,15+10,pal2310,1749,eitaho,1702,D37,Queen's Gambit Declined: Three Knights Variation,47,2017-04-14,11:40:00,
3786,3801,Rated,112,draw,draw,15+10,kovach,1776,pal2310,1736,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,40,2017-04-12,18:00:00,
3835,3850,Rated,87,draw,draw,5+8,blazingdragon,1573,brunozaurus,1599,B00,Owen Defense,26,2017-08-17,20:00:00,
3873,3888,Rated,22,draw,draw,30+0,chessguy9001,1264,pablo1988z,1268,C40,King's Pawn Game: McConnell Defense,4,2016-12-06,16:00:00,
3879,3894,Rated,19,draw,draw,20+3,chessguy9001,1270,buralex27,1179,A06,Zukertort Opening: Tennison Gambit,91,2016-12-02,23:06:40,
3886,3901,Rated,86,draw,draw,5+8,ljuta85,1387,wisepanther,1507,B02,Alekhine Defense: Normal Variation,120,2017-05-03,19:33:20,
3893,3908,Rated,42,draw,draw,10+5,anejbegunje,2180,artscispo,2186,A46,Indian Game: Spielmann-Indian,6,2017-08-06,03:26:40,
3912,3927,Rated,100,draw,draw,10+5,anejbegunje,2199,kgbird,2179,D02,Queen's Pawn Game: London System,20,2017-07-13,15:33:20,
3983,3998,Rated,137,draw,draw,15+10,jovan_kingofkings,1712,waheed500,1751,C01,French Defense: Exchange Variation,39,2017-04-22,19:40:00,
4029,4044,Unrated,17,draw,draw,180+0,danielgraham88,1108,ineedhacks,1255,A00,Hungarian Opening: Reversed Alekhine,147,2017-02-27,21:13:20,
4030,4045,Unrated,73,draw,draw,180+0,ineedhacks,1255,danielgraham88,1108,A05,King's Indian Attack: Wahls Defense,147,2017-02-27,21:13:20,
4032,4047,Unrated,88,draw,draw,180+0,danielgraham88,1108,ineedhacks,1255,D00,Queen's Pawn Game #2,147,2017-02-14,22:06:40,
4119,4134,Rated,64,draw,draw,45+4,t3v3a3d,1691,lcover,1451,B21,Sicilian Defense: McDonnell Attack,240,2017-08-27,21:40:00,
4122,4137,Rated,113,draw,draw,10+10,lcover,1450,megomaf,1468,C00,French Defense: Normal Variation,18,2017-08-26,17:53:20,
4124,4139,Rated,99,draw,draw,10+10,lcover,1454,pwalter,1489,C46,Three Knights Opening,35,2017-08-16,21:46:40,
4127,4142,Rated,103,draw,draw,10+10,katerina1965,1580,lcover,1420,D02,Queen's Pawn Game: Chigorin Variation,160,2017-08-13,16:00:00,
4128,4143,Rated,111,draw,draw,10+10,lcover,1418,ahmedsalah88,1480,B00,Owen Defense,62,2017-08-12,17:46:40,
4150,4165,Rated,77,draw,draw,20+30,lcover,1467,adzril78,1501,C41,Philidor Defense #2,34,2017-01-10,17:40:00,
4151,4166,Rated,41,draw,draw,20+30,mkovalev,1559,lcover,1472,D11,Slav Defense: Modern Line,87,2017-01-09,13:53:20,
4155,4170,Rated,96,draw,draw,20+30,lcover,1431,random4266,1585,C45,Scotch Game: Schmidt Variation,154,2016-12-24,20:06:40,
4207,4222,Rated,12,draw,draw,10+0,carlosamadorsanchez,1216,nstriker3652,1093,C00,Queen's Pawn Game: Franco-Sicilian Defense,123,2016-02-11,14:13:20,
4222,4237,Unrated,68,draw,draw,20+0,ajps17,1907,kasparovd0311,1448,A28,English Opening: King's English Variation |  Four Knights Variation |  Flexible Line,459,2016-09-21,17:46:40,
4223,4238,Rated,39,draw,draw,15+5,lapeque,1291,kasparovd0311,1451,C02,French Defense: Advance Variation #2,160,2016-09-21,17:46:40,
4251,4266,Rated,14,draw,draw,15+0,chees29,1155,catire25,1424,C11,French Defense: Classical Variation,269,2016-09-21,17:46:40,
4253,4268,Rated,85,draw,draw,7+2,chees29,1170,lapeque,1302,C92,Ruy Lopez: Closed Variations |  Flohr System,132,2016-09-21,17:46:40,
4258,4274,Rated,38,draw,draw,15+5,catire25,1420,chees29,1239,C50,Italian Game,181,2016-09-21,12:13:20,
4323,4339,Rated,97,draw,draw,10+0,alex_cos,1456,mobin1388,1789,C00,French Defense: Steinitz Attack,333,2017-08-29,20:53:20,
4344,4360,Rated,48,draw,draw,10+0,truscas,1302,cliward132,1116,A00,Polish Opening,186,2016-11-26,17:06:40,
4360,4376,Unrated,50,draw,draw,15+0,ramy11,1186,cliward132,1126,A00,Van't Kruijs Opening,60,2016-11-14,05:06:40,
